"Nombre de campo","Etiqueta de campo","Modelo","Tipo de campo","Tipo","Indexado","Almacenado","Sólo lectura","Modelo relacionado"
"price","Precio","Plantilla de producto","número flotante","Campo base","","","",""
"pricelist_id","Tarifa","Plantilla de producto","many2one","Campo base","","","","product.pricelist"
"pricelist_item_count","Número de reglas de precios","Plantilla de producto","entero","Campo base","","","True",""
"priority","Favorito","Plantilla de producto","Selección","Campo base","","True","",""
"product_brand_id","Marca","Plantilla de producto","many2one","Campo base","True","True","","product.brand"
"product_tooltip","Tooltip del producto","Plantilla de producto","Carácter","Campo base","","","True",""
"product_upload_download","Producto subida bajada","Plantilla de producto","Carácter","Campo base","","True","",""
"product_variant_count","# Variantes de producto","Plantilla de producto","entero","Campo base","","","True",""
"product_variant_id","Producto","Plantilla de producto","many2one","Campo base","","","True","product.product"
"product_variant_ids","Productos","Plantilla de producto","one2many","Campo base","","True","","product.product"
"profile_radius","Profile Radius","Plantilla de producto","Carácter","Campo base","","True","",""
"property_account_creditor_price_difference","Cuenta diferencia de precio","Plantilla de producto","many2one","Campo base","","","","account.account"
"property_account_expense_id","Cuenta de gasto","Plantilla de producto","many2one","Campo base","","","","account.account"
"property_account_income_id","Cuenta de ingresos","Plantilla de producto","many2one","Campo base","","","","account.account"
"property_stock_inventory","Ubicación de inventario","Plantilla de producto","many2one","Campo base","","","","stock.location"
"property_stock_production","Ubicación de producción","Plantilla de producto","many2one","Campo base","","","","stock.location"
"purchase_line_warn","Aviso de línea de pedido de compra","Plantilla de producto","Selección","Campo base","","True","",""
"purchase_line_warn_msg","Mensaje para la línea del pedido de compra","Plantilla de producto","texto","Campo base","","True","",""
"purchase_method","Política de Control","Plantilla de producto","Selección","Campo base","","True","",""
"purchase_ok","Puede ser comprado","Plantilla de producto","booleano","Campo base","","True","",""
"purchased_product_qty","Comprado","Plantilla de producto","número flotante","Campo base","","","True",""
"qty_available","Cantidad a mano","Plantilla de producto","número flotante","Campo base","","","True",""
"qty_extra_stock","Cantidad Cubierta","Plantilla de producto","número flotante","Campo base","","True","",""
"queue_priority_download","Prioridad Bajada","Plantilla de producto","entero","Campo base","","True","",""
"queue_priority_upload","Prioridad Subida","Plantilla de producto","entero","Campo base","","True","",""
"radius_attributes_ids","Radius Attributes","Plantilla de producto","many2many","Campo base","","True","","isp.radius.line"
"radius_id","Radius","Plantilla de producto","many2one","Campo base","","True","","isp.radius"
"recurring_invoices_ok","Para facturación recurrente?","Plantilla de producto","booleano","Campo base","","True","",""
"reordering_max_qty"," Abasteciendo cant. max.","Plantilla de producto","número flotante","Campo base","","","True",""
"reordering_min_qty"," Abasteciendo cant. min.","Plantilla de producto","número flotante","Campo base","","","True",""
"responsible_id","Responsable","Plantilla de producto","many2one","Campo base","","","","res.users"
"route_from_categ_ids","Rutas de categoría","Plantilla de producto","many2many","Campo base","","","True","stock.location.route"
"route_ids","Rutas","Plantilla de producto","many2many","Campo base","","True","","stock.location.route"
"s_vlan","s-vlan-profile","Plantilla de producto","entero","Campo base","","True","",""
"sale_delay","Plazo de entrega del cliente","Plantilla de producto","número flotante","Campo base","","True","",""
"sale_line_warn","Línea pedido de venta","Plantilla de producto","Selección","Campo base","","True","",""
"sale_line_warn_msg","Mensaje para la línea de pedido de venta","Plantilla de producto","texto","Campo base","","True","",""
"sale_ok","Puede ser vendido","Plantilla de producto","booleano","Campo base","","True","",""
"sales_count","Vendido","Plantilla de producto","número flotante","Campo base","","","True",""
"seller_ids","Proveedores","Plantilla de producto","one2many","Campo base","","True","","product.supplierinfo"
"sequence","Secuencia","Plantilla de producto","entero","Campo base","","True","",""
"service_to_purchase","Servicio de subcontratación","Plantilla de producto","booleano","Campo base","","True","",""
"service_type","Seguimiento del Servicio","Plantilla de producto","Selección","Campo base","","True","",""
"sharing_bandwidth_a","a","Plantilla de producto","entero","Campo base","","True","",""
"sharing_bandwidth_b","b","Plantilla de producto","entero","Campo base","","True","",""
"show_forecasted_qty_status_button","Mostrar botón de estado de cantidad ","Plantilla de producto","booleano","Campo base","","","True",""
"show_on_hand_qty_status_button","Mostrar botón de estado de cantidad a la mano","Plantilla de producto","booleano","Campo base","","","True",""
"standard_price","Coste","Plantilla de producto","número flotante","Campo base","","","",""
"supplier_taxes_id","Impuestos de proveedor","Plantilla de producto","many2many","Campo base","","True","","account.tax"
"tax_string","Cadena de impuesto","Plantilla de producto","Carácter","Campo base","","","True",""
"taxes_id","Impuestos del cliente","Plantilla de producto","many2many","Campo base","","True","","account.tax"
"tracking","Seguimiento","Plantilla de producto","Selección","Campo base","","True","",""
"traffic_profile_index","Index Traffic Profile","Plantilla de producto","Carácter","Campo base","","True","",""
"type","Tipo","Plantilla de producto","Selección","Campo base","","True","",""
"type_access_net","Tipo Acceso","Plantilla de producto","Selección","Campo base","","True","",""
"uom_id","Unidad de medida","Plantilla de producto","many2one","Campo base","","True","","uom.uom"
"uom_name","Nombre de Unidad de Medida","Plantilla de producto","Carácter","Campo base","","","True",""
"uom_po_id","UoM de compra","Plantilla de producto","many2one","Campo base","","True","","uom.uom"
"uploaded_bandwidth","V. de Subida","Plantilla de producto","número flotante","Campo base","","True","",""
"valid_product_template_attribute_line_ids","Líneas de Atributo de Producto Válidas","Plantilla de producto","many2many","Campo base","","","True","product.template.attribute.line"
"valuation","Valoración del inventario","Plantilla de producto","Selección","Campo base","","","True",""
"variant_seller_ids","Variante del proveedor","Plantilla de producto","one2many","Campo base","","True","","product.supplierinfo"
"virtual_available","Cantidad pronosticada","Plantilla de producto","número flotante","Campo base","","","True",""
"visible_expense_policy","Política de refacturación visible","Plantilla de producto","booleano","Campo base","","","True",""
"visible_qty_configurator","Cantidad visible en configurador","Plantilla de producto","booleano","Campo base","","","True",""
"volume","Volumen","Plantilla de producto","número flotante","Campo base","","True","",""
"volume_uom_name","Etiqueta de unidad de medida de volumen","Plantilla de producto","Carácter","Campo base","","","True",""
"warehouse_id","Almacén","Plantilla de producto","many2one","Campo base","","","","stock.warehouse"
"website_message_ids","Mensajes del sitio web","Plantilla de producto","one2many","Campo base","","True","","mail.message"
"weight","Peso","Plantilla de producto","número flotante","Campo base","","True","",""
"weight_uom_name","Etiqueta de Unidad de Medida de peso","Plantilla de producto","Carácter","Campo base","","","True",""
"write_date","Ultima actualizacion en","Plantilla de producto","Fecha y hora","Campo base","","True","True",""
"write_uid","Última actualización realizada por","Plantilla de producto","many2one","Campo base","","True","True","res.users"
