start	end	text
441320	443320	Cuando yo lo deje aquí, desconectar de red.
444320	446320	Él viene aquí y hace...
451320	452320	Tumbó la sesión.
452440	457440	Y él vuelve otra vez, a cierto tiempo, volverse a conectar.
458440	459440	Eso es todo.
460440	461440	Eso es todo lo que hace.
462440	466440	Fíjate que aquí se desconectó, aquí conectó.
469440	471440	OK, eso es simplemente eso.
473440	478440	Esto nos sirve a nosotros para aquellos casos
478560	490560	donde el radius no se comunicó bien con el microtip.
494560	496560	Entonces, ahí donde voy.
497560	498560	Fíjate.
499560	501560	Este es una persona de fibra óptica.
502560	504560	Entonces, él viene aquí.
508560	514560	Esta NAP puede ser de 8 ó de 16.
515560	518560	Y él está conectado, según esto,
520560	524560	en el puerto 5 de esa NAP que está aquí.
525560	531560	Este número que está aquí es el número que identifica a esta caja.
531680	538680	Y este número que está aquí es lo que identifica en dónde está conectado el cliente,
538680	539680	en qué puerto.
539680	541680	De esa caja está conectado el cliente.
544680	548680	Entonces, esto que dice código de cliente,
548680	554680	esto que está aquí es el precinto que se le coloca al cable.
554800	560800	Entonces, está la NAP, está el cable y aquí le ponen un precinto.
561800	563800	Vamos a ver aquí.
573800	574800	Este es el precinto.
577800	579800	Eso se lo colocan al cable.
579920	581920	Mira cómo queda.
588920	591920	¿Y ese es la caja NAP en un edificio?
592920	593920	En este caso sí.
593920	596920	Por eso puede estar en un poste,
597920	600920	puede estar en la sotea de un edificio,
600920	603920	puede estar en el pasillo de un edificio.
604040	607040	Puede estar en las escaleras, en el cuarto de basura.
607040	609040	Puede estar en diferentes lugares.
615040	617040	Esos son los precintos.
617040	620040	Esto no trabaja nada.
627040	630040	Aquí también está el precinto.
630160	632160	Aquí está pegado un poste.
641160	643160	Este es un poste también.
647160	650160	Entonces bueno, volvamos aquí.
660160	662160	Él está pegado aquí.
662160	668160	Esa NAP obligatoriamente llega a una manga.
671160	677160	Aquí a nivel de sistema yo no declaro esa manga.
684160	687160	A nivel de sistema yo no declaro esa manga.
690160	692160	Yo aquí no declaro esa manga.
695160	698160	Solamente declaro las cajas NAP.
701160	704160	Pero físicamente eso va a una manga.
705160	708160	Entonces de esa manga,
709160	714160	él llega a una OLT.
714160	716160	Eso sí lo declaro yo acá.
716280	718280	Eso sí lo declaro yo acá.
718280	721280	Pero esa OLT tiene,
723280	736280	puede tener 1, 4, 8 o 16 portos.
736280	738280	Que son estos que yo declaro aquí.
741280	744280	Esta persona que está conectada
744400	746400	en un puerto aquí, en esta NAP,
746400	749400	puede tener un puerto diferente aquí.
751400	753400	Como es el caso.
753400	755400	Puerto en la NAP,
755400	762400	puerto en la OLT.
765400	768400	Y puede tener un ID diferente.
768520	770520	Vamos a ver.
770520	775520	Porque dentro de esa OLT,
775640	778640	que es el PON1,
778640	780640	te dice PON1,
780640	783640	1, 2, 3, 4,
783640	786640	hasta el 120.
786640	789640	Hasta el 120.
789640	791640	Y después,
791640	793640	te dice PON1,
793640	795640	te dice PON1,
795640	797640	te dice PON1,
797640	799640	te dice PON1,
799640	801640	te dice PON1,
801640	803640	te dice PON1,
803760	805760	hasta el 128.
806760	808760	Entonces ya aquí,
808760	810760	yo puedo estar en un PON diferente,
810760	813760	pero puedo tener un ID diferente.
814760	817760	Que es lo que yo estoy mencionando acá.
817760	822760	1 ID 70.
822760	827760	Entonces yo estoy en el PON1,
827760	829760	estoy en el PON1,
830760	832760	ID 70.
833760	835760	Y aquí estoy en el 5,
835760	838760	en el puerto 5 de la NAP.
842760	844760	Esto que está acá,
844760	846760	¿verdad?
846760	852760	va conectado a uno o más.
854760	856760	Router de acceso.
857760	859760	Estos son los routers.
860760	862760	¿Qué son los equipos cortos?
862880	863880	Exactamente,
863880	865880	que son los equipos cortos.
866880	867880	Que eso yo,
867880	869880	lo declaro aquí.
869880	872880	Lo que pasa es que aquí yo declaro varias cosas,
872880	873880	porque uno depende,
873880	875880	uno depende de la otra.
875880	877880	¿Y las mangas,
877880	879880	los splitters están metidos ahí no?
879880	881880	No, los splitters están, bueno,
881880	883880	los splitters están dentro de las mangas
883880	886880	y están dentro de las NAP.
886880	888880	Por eso es que aquí te dice,
889000	890000	¿splitter,
890000	893000	si es un splitter primario o secundario?
893000	895000	Reciente hay dos.
895000	896000	Bueno,
896000	899000	no todos los casos son iguales.
899000	902000	Eso depende de cómo se haga el diseño en la red.
904000	908000	Y no son necesarios incluirlas en el sistema.
908000	909000	Sí.
910000	912000	Entonces voy a incluir mangas también.
912000	914000	No, las mangas no.
914000	916000	Estoy hablando de los splitters.
916120	918120	Como tú ves aquí,
918120	920120	yo no necesito las mangas.
920120	924120	Porque esto no me va a hacer un mapeo de la red.
924120	927120	Geográficamente cuando quieras hacerlo.
927120	929120	A menos que si lo queremos hacer,
929120	932120	entonces sí tenemos que poner las mangas.
932120	934120	Cuando quieras tener la vista geográfica,
934120	936120	así como en el...
936120	938120	Sería buenísimo.
938120	941120	Porque cuando yo la estoy incluyendo.
941120	944120	Ok, buenísimo.
946120	947120	Entonces,
947120	949120	¿de qué depende la manga?
949120	952120	Pero entonces ya la manga tienes que trabajarla con hilos.
952120	955120	Para saber qué hilo va conectado con esta napa.
955120	957120	Porque te explico.
958120	961120	Aquí pasa un cable.
963120	966120	Pero este cable tiene diferentes hilos.
966120	969120	Y esos hilos son de color.
971120	974120	Pero también tiene varios buffers.
974240	976240	Hay un buffer.
986240	988240	Aquí está.
991240	993240	Entonces, fíjate.
993240	996240	Vamos a ver si lo podemos ver más grande.
998240	999240	Fíjate.
1000240	1002240	Este es el cable.
1004240	1007240	Pero dentro de ese cable hay varios buffers.
1009240	1012240	Y dentro de esos buffers hay diferentes hilos.
1014240	1017240	Entonces los buffers son de colores y los hilos son de colores.
1022240	1023240	Entonces, ¿qué pasa?
1023240	1025240	Eso pasa por aquí.
1025240	1027240	Pero yo aquí...
1027240	1029240	Yo aquí...
1029240	1031240	Conecto un splitter.
1031240	1032240	¿Para qué?
1032360	1035360	Para poder conectar diferentes snaps.
1038360	1039360	¿Ok?
1039360	1041360	Diferentes snaps.
1041360	1043360	Continúo con ese cable.
1045360	1047360	Continúo con ese cable.
1047360	1049360	Llego a otra manga.
1051360	1056360	Y de ahí saco otro hilo para conectar otras snaps.
1056480	1059480	Las mangas son con tenedores.
1059480	1061480	Son con tenedores.
1061480	1066480	Se registraría solo la localización y qué es lo que tiene dentro.
1066480	1069480	Pero las mangas tienen número también, ¿oíste?
1073480	1075480	¿Un identificador?
1075480	1078480	Sí, tienen un número.
1078480	1080480	Estas son las mangas.
1081480	1083480	Estas son las mangas.
1083600	1085600	Estas son las mangas.
1085600	1087600	Pero esas mangas tienen un identificador.
1087600	1089600	Tienen un número.
1090600	1093600	No sé si a ti te dieron acceso a esto.
1093600	1095600	Sí.
1095600	1096600	¿El Tomodar?
1096600	1097600	Sí.
1097600	1099600	Ok, bueno.
1099600	1102600	Ahí en el Tomodar tú puedes ver las mangas de la distribución tal.
1102600	1105600	Porque la distribución también tiene un número.
1106600	1110600	Todo está enumerado para poder saber, ¿no?
1110720	1117720	Entonces ese cable sigue y continúa a otra manga.
1117720	1121720	Y de ahí yo agarro otro hilo y saco otras cajas snaps.
1121720	1124720	Y así lo decíamos hasta que los hilos se me acaben.
1127720	1128720	Ok.
1128720	1131720	Entonces bueno, aquí en el router.
1131720	1132720	Aquí en el router.
1132720	1136720	Dependiendo del PON en donde tú estés.
1136720	1137720	¿Verdad?
1137840	1140840	Aquí se va a activar.
1140840	1143840	Aquí se activa una VLAN específica.
1145840	1156840	Porque está directamente relacionado con una VLAN que yo he documentado en la OLT.
1157840	1159840	Por ejemplo.
1160840	1163840	Si yo tengo una OLT de uno, es una sola.
1163840	1165840	Tiene dos VLANs.
1165960	1168960	Una administrativa y una VLAN que es la de servicio.
1168960	1171960	Que es la que va contra el cliente.
1172960	1173960	Ok.
1174960	1175960	Ahora.
1175960	1178960	Si yo tengo una de cuatro, entonces tengo cinco VLANs.
1179960	1182960	Una administrativa y una por cada PON.
1183960	1185960	Que son las de servicio.
1188960	1189960	Ok.
1189960	1192960	En la de ocho, tengo nueve.
1193080	1198080	La administrativa y las de servicio.
1198080	1201080	Y una VLAN diferente para cada uno.
1202080	1209080	Y está lógicamente relacionada con las VLANs de estos equipos.
1211080	1214080	Entonces se conecta directamente a esa VLAN.
1215080	1218080	Y esa VLAN que puede ser.
1218200	1225200	Por carácter ahorita documentado, que se entienda educativo.
1226200	1245200	Puede ser la 1001, la 1002, la 1003, la 1004, la 1005, la 1006, la 1007 y la 1008.
1245320	1250320	En el caso de que ésta es una OLT de ocho.
1250320	1257320	Si fuera de cuatro, solamente utilizo ésta.
1257320	1262320	Si fuera de ocho, utilizo toda ésta.
1263320	1272320	Si fuera de dieciséis, entonces ya tengo nueve, diez, hasta el dieciséis utilizo ésta.
1272440	1277440	Es el distribuyendo entre los routers que tengan conectados.
1278440	1283440	Es correcto, que se distribuyen entre cualquiera de los routers conectados.
1283440	1290440	Por ejemplo, vamos a ver aquí equipo OLT.
1290560	1301560	Este no tiene quica salida.
1302560	1305560	Ayayay, carrapita.
1306560	1313560	Fíjate, la OLT de dieciséis, la número dos, tiene cuatro.
1314560	1317560	Está casada con cuatro routers.
1317680	1324680	Por eso yo te decía, puede estar con uno, con dos o varios routers.
1331680	1342680	A nivel lógico, todos los routers, todos conocen las villas, solo que no trabajan con todas las villas.
1342800	1347800	Pero eso ya es otra cosa, eso es problema a nosotros.
1347800	1354800	Esto lo administramos nosotros directamente a través del router.
1354800	1359800	A nivel de esto, no se van a meter.
1359800	1366800	Yo simplemente te lo estoy explicando para que tengas una noción de cómo es la cuestión.
1366920	1369920	O sea, no va a haber un formulario.
1369920	1375920	No, por eso es que lo que nosotros hacemos es que la OLT va casada con estos routers.
1376920	1381920	Simplemente lo que hacemos es esto, porque nosotros declaramos los routers.
1382920	1385920	Todos esos controles necesitan.
1386920	1393920	Todos estos controles, sí, porque todos los equipos trabajan igual.
1394040	1397040	No todos.
1399040	1404040	Fíjate que ellos aquí ya están metiendo I.P.O.E. y P.P.O.E.
1412040	1423040	Entonces, tú, a nivel de sistema, tienes que declarar las GAMs que pertenecen a unos mangas específicos,
1423160	1428160	que pertenecen a un puerto específico, a una OLT o a un puerto específico.
1429160	1436160	Sí, pero es que tienen una VLAN específica ese puerto.
1437160	1440160	Esa puerto del hotel tiene una VLAN específica.
1440160	1451160	Que esa VLAN específica va a tener, va a tener un direccionamiento I.P.E. específico.
1451280	1454280	Vamos a buscarlo aquí.
1459280	1462280	Aquí no me sale. Interesante porque no me sale.
1463280	1466280	Hay que grabar el puerto.
1466400	1473400	Puerto, puerto, aquí está.
1474400	1481400	Entonces, cada puerto tiene, cada puerto tiene un segmento I.P.E. diferente.
1482400	1489400	O sea, cada VLAN tiene un segmento de I.P.E., cada VLAN tiene un segmento I.P.E. diferente.
1489520	1496520	Y aquí tú se lo inventas o lo configuras a nivel, dices, estos van a ser los inventos
1500520	1503520	y aquí en los routers estos van a ser los inventos y aquí te lo jales.
1504520	1507520	No, yo lo declaro aquí.
1508520	1513520	Yo declaro aquí, yo no declaro nada en el router, en ese caso.
1519520	1522520	Aquí nada más, Rangos.
1523520	1526520	Ya vamos a ver eso para que lo veas.
1549520	1566520	Ahí tienen que, los equipos core y los, por equipos core tienen.
1567520	1570520	Sí, aquí sí.
1570640	1571640	Ok, fíjate.
1572640	1577640	Fíjate que yo aquí, yo no declaro nada.
1579640	1582640	Aquí yo no estoy declarando absolutamente nada.
1582640	1587640	Todo esto es dinámico, todo esto que está aquí es dinámico.
1588640	1591640	Estas son las I.P.E. de los clientes, yo no estoy declarando esto.
1592640	1599640	Esto lo toma él automáticamente, porque aquí hay un rough ride.
1600640	1609640	Este profile que yo estoy declarando aquí, yo le digo, mira, cuál es tu dirección I.P.Local,
1612640	1619640	cuáles son tus DNS, si usas IPv6 o no y de dónde vas a tomar la dirección IPv6.
1620640	1622640	Eso es todo lo que yo pongo ahí.
1623640	1628640	La dirección, el direccionamiento IPv4, yo lo estoy tomando de acá.
1628760	1635760	Porque cuando levanta el PPV, el de aquí se lo va asignando.
1636760	1641760	Porque al cliente, aquí yo le asigno un IP.
1643760	1644760	A mano.
1645760	1646760	A mano, bueno.
1647760	1652760	A mano entre comillas, te voy a explicar por qué el entre comillas.
1654760	1657760	Vamos a buscar aquí un contrato que no te ha hecho.
1658760	1663760	¿Por qué Dave? Porque tendrías que saber todas las I.P.E. que tienen ya asignadas.
1664760	1667760	Pero eso lo hace automáticamente el sistema, no lo hago yo.
1668760	1670760	Ya te voy a explicar, fíjate.
1671760	1676760	Este cliente que está aquí, él no tiene el dato de ningún tipo.
1679760	1682760	Cuando yo vengo aquí y yo pongo,
1682880	1687880	hey, mira, esto pertenece a tal nodo, a tal...
1688880	1690880	Bueno, éste es porque éste es...
1694880	1695880	Éste es de radio, éste.
1696880	1698880	Éste es de radio frecuencia.
1700880	1706880	Cuando yo vengo aquí, yo le digo, mira, tú perteneces al nodo,
1707880	1709880	esto es porque se entra.
1710000	1713000	Tú perteneces al nodo para que se entra.
1714000	1715000	¿Cuál es la caja NAP?
1716000	1718000	Yo pongo aquí, ah bueno, mira.
1719000	1722000	La caja NAP, voy a poner por poner.
1723000	1728000	Esta caja NAP, fíjate que automáticamente cuando yo coloco esto me trajo todo
1729000	1732000	lo que es referente a esa caja NAP.
1733000	1738000	Entonces me dice, mira, esa caja NAP está conectada con el de equipo core para que se entrara.
1738120	1745120	El de equipo core parque central pertenece a la OLT 8 de parque central,
1746120	1749120	a la tarjeta 0 porque tiene una sola tarjeta,
1751120	1756120	al puerto 1 de esa OLT, ¿no?
1757120	1759120	Tiene un split secundario.
1760120	1767120	El 1ID que yo tengo disponible en esa OLT es el 65 de ese PON.
1768120	1771120	Y el service port es el 1.
1772120	1777120	Cuando yo le doy aquí asignar IP, él automáticamente va a seleccionar
1778120	1781120	qué IP tengo disponible.
1782120	1787120	Por eso que te digo que es automático entre comillas, ¿no?
1788120	1789120	¿Por qué? Porque yo tengo que darle aquí.
1790120	1792120	Porque yo puedo guardar esto aquí,
1793120	1796120	yo puedo guardar esto aquí, me puede quedar esto sin la IP.
1798120	1800120	Sin la IP.
1807120	1810120	Entonces, ¿la IP de dónde la saca?
1811120	1816120	De lo que yo declaré en ese PON aquí.
1819120	1825120	Si nosotros buscamos, vamos a buscar esa OLT.
1828120	1831120	A ver, ¿eh?
1854120	1857120	Parque central OLT 2.
1858120	1861120	Parque central OLT 2.
1864120	1869120	Aquí me decía que era el PON 1.
1870120	1873120	Tengo aquí, voy a buscar...
1878120	1880120	PON 1.
1881120	1884120	Y aquí yo tengo relacionado, fíjate,
1884240	1887240	este contrato tiene este IP.
1888240	1891240	Todo es... aquí.
1892240	1896240	Fíjate que la IP es la 40, es la máxima que yo he usado.
1897240	1900240	Perdón, aquí, hay otras líneas aquí.
1905240	1908240	Aquí la IP, la 64 es la que yo he usado, máxima.
1909240	1912240	Cuando yo le doy al botón, él me debe dar la 65.
1912360	1915360	Eso es lo que tiene registrado a nivel de sistema.
1915360	1916360	Es correcto.
1916360	1921360	O también hay una forma de decirle al OLT, al cuarto que va a usar esa para ese contrato.
1922360	1929360	Si está más relacionado, me va a dar un error cuando yo lo vaya a activar.
1932360	1939360	Entonces, como me va a dar un error, yo voy a tener que irme directo a ese contrato.
1939480	1944480	Yo voy a tener que irme directamente a donde?
1945480	1948480	A la OLT para ver dónde está.
1949480	1952480	Y entonces tengo que empezar a buscar OLT por OLT.
1953480	1956480	Si tengo 20 OLT, en las 20 OLT tengo que buscarlo.
1957480	1964480	Y si esas 20 OLT tienen 16 PON cada uno, yo tengo que ir metiendo en cada uno de esos PON.
1965480	1966480	Aquí.
1966600	1969600	Vamos a ver.
1980600	1985600	Esta tiene 16 PON, y entonces yo tengo que irme metiendo, 8 PON, perdón.
1986600	1990600	Y yo me tengo que ir metiendo aquí e ir viendo dónde está metido.
1990720	1993720	Tengo que ir uno por uno para ver dónde está metido.
1994720	2003720	Entonces, si son 16 OLT de 16 PON, yo tengo que meterme en las 16 OLT en cada uno de esos PON para verificar realmente dónde está.
2004720	2011720	Y luego que me diga dónde está, entonces tengo que irme al PON para ver cuál es el ONOID que realmente tengo disponible,
2012720	2017720	para entonces venir aquí y decirle, no, mira, esto no es esto.
2017840	2019840	Esto es esto.
2022840	2025840	Esto no es esto, esto es tal cosa.
2026840	2042840	Entonces funciona porque de casualidad van aumentando, si aquí en el sistema está ocupado 32, le aumenta a 33, y está suponiendo que en el otro va a ser lo mismo.
2043840	2044840	Exactamente.
2044960	2053960	Él lo va almacenando ahí, él ve ahí, ah, mira, según mi registro, según mi base de datos, según mi base de datos, esto no está ocupado.
2056960	2063960	Entonces, como eso no está ocupado, este es el que te voy a signar.
2063960	2065080	Así es.
2094080	2095080	¿Cómo me parecen?
2106080	2107080	Ah, aquí está.
2107200	2110200	Ah, pero siempre acogen, siempre lo mantienen.
2112200	2113200	Ah, es el tufe.
2120200	2121200	Ah, es el tufe.
2126200	2127200	Ah, es el tufe.
2132200	2133200	Ah, es el tufe.
2137200	2138200	Ah, es el tufe.
2155200	2156200	Prendrían o no prendrían?
2157200	2158200	No.
2163200	2165200	Ah, está tomando cinco bien.
2167200	2168200	Vamos a ver.
2175200	2176200	¿Ahí abajo?
2176200	2177200	Sí.
2188200	2189200	¿Abajo no lo moviste?
2197200	2198200	¿Abajo?
2200200	2201200	Exacto.
2207200	2208200	Exacto.
2209200	2212200	Dice Alfredo que yo bajo que va a salir ese porte que hay un cliente.
2223200	2224200	Ah, ahí lo voy.
2227200	2229200	Estoy viviendo lo que no hay.
2234200	2239200	Si voy a desconectar, pero no me ha dado cuenta cuál era el cambio.
2250200	2251200	Ok.
2252200	2255200	Entonces, fíjate.
2257200	2264200	Esto, obviamente, esto es un número que está guardado a nivel de base de datos aquí.
2265200	2268200	No hay una comunicación para que diga, mira.
2270200	2277200	Ok, porque si yo retiro a un cliente, cuando yo retiro a un cliente, libero toda esa data técnica.
2278200	2281200	Esa data técnica es esto, todo esto, yo lo libero.
2281320	2292320	Y entonces, cuando yo lo libero, lo mando a eliminar de la OLT y puedo agregar otro en su lugar.
2292440	2299440	Porque realmente lo que él es el que le dice a través del comando a la OLT dónde, en
2299440	2301440	qué posición lo va a agregar.
2301440	2303440	Por eso fue que te hice el ejemplo aquí.
2303440	2308440	Si esto aquí hay un error, yo pongo aquí el número que es, y ya.
2312440	2313440	Ok.
2313560	2316560	Te estoy poniendo un número que es incorrecto.
2316560	2319560	Aquí el máximo son 128.
2322560	2329560	Y esas comunicaciones de IP son solo rangos, no dicen, son solo rangos, son solo decir
2329560	2332560	qué es lo que está pasando.
2332680	2339680	Y esas comunicaciones de IP son solo rangos, no dicen, son solo rangos, son solo decir
2339680	2344680	qué es lo que se configuran ahí.
2344680	2353680	Bueno, igual como no tengo acceso a escritura, tampoco me he podido poner a probar en los
2353680	2356680	puertos de la OLT.
2356800	2367800	Ese, ese coquetito, ahí qué hacen, ahí nada más le ponen el, como que el A, B, C,
2367800	2369800	la IP, máscara, máscara.
2369800	2372800	Sí, la máscara de red.
2372800	2373800	Nada más.
2373800	2375800	Ahí pueden poner varios de esos.
2375800	2378800	Sí, yo puedo ir agregando varios.
2378800	2381800	De hecho, esto tiene un error.
2381800	2383800	¿Por qué tiene un error?
2383920	2384920	Te voy a explicar por qué.
2384920	2387920	Porque aquí no hay 126 IP.
2387920	2390920	Aquí yo puedo usar más IP de las que dice ella.
2390920	2392920	¿Por qué?
2394920	2397920	O sea, no es un error precisamente.
2399920	2402920	Si lo vemos, lógicamente no es un error.
2402920	2405920	Te voy a explicar por qué.
2406040	2417040	Cuando yo declaro un segmento de red, por ejemplo ese, 10, 90, 8, 0, barra 25, él me
2417040	2430040	está diciendo que yo tengo desde la IP número 0 hasta la IP 127, que es la 10, 90, 8, 127.
2430160	2433160	Ok.
2436160	2440160	Esta viene de la 0 hasta la 127.
2440160	2445160	Entonces viene 0, 1, 2, 3, 4, 5, 6, 7, 8, 127.
2445160	2448160	Este es mi IP mayor.
2448160	2449160	¿Pero qué sucede?
2449160	2452160	De que yo utilizo un protocolo que se llama PPOE.
2452160	2458160	A yo usar PPOE, yo puedo usar todas las IPs del segmento.
2458280	2475280	Pero cuando yo uso un DHCP, que es un protocolo de despacho de IP de manera automática,
2475280	2482280	yo solamente puedo usar desde la 1 hasta la 126.
2484280	2485280	¿Por qué?
2485400	2492400	Esto que está aquí viene siendo la IP de red y esto que está aquí es una IP de broadcast.
2495400	2498400	Entonces estas dos yo no la puedo asignar.
2499400	2506400	Y esta que está aquí se le asigna un equipo que es realmente la pasarela hacia otro lugar.
2510400	2513400	Vamos a hacerte un ejemplo.
2513520	2516520	Yo tengo aquí un router.
2516520	2519520	Yo tengo aquí una lacto.
2520520	2523520	Yo tengo aquí un celular.
2525520	2526520	¿Verdad?
2527520	2532520	Para que ellos se comuniquen, tienen que tener una IP.
2533520	2540520	Y esa IP debe tener una máscara de red que es la que la máscara de red le va a decir a que red pertenece.
2540640	2549640	Ok, entonces máscara de red, esta es la IP de red, esta es la máscara de red.
2550640	2555640	Entonces vendría aquí mi IP de red.
2556640	2561640	Nunca lo configuran porque vuelvo y te repito, en el PPOE no hace falta.
2561760	2568760	En el PPOE yo puedo poner un gateway cualquiera que no tenga relación a esto.
2571760	2574760	Ok, no tiene absolutamente nada de relación con esto.
2575760	2580760	Entonces esos botoncitos, el borrar pool es como borrar toda la fila.
2581760	2582760	Borrar pool es borrar todo.
2583760	2588760	Y remover contratos como borrar todos los contratos que están en ese.
2588880	2589880	Todos estos son los contratos.
2590880	2591880	Hice regular pool.
2592880	2603880	Regularizar pool es que él va a buscar en la base de datos todos los clientes que están dentro de ese segmento de red y me lo va a poner aquí.
2608880	2611880	Entonces fíjate, yo tengo mi IP de red.
2612000	2618000	Entonces a este equipo que está aquí yo le pongo 10, 90, 8, 1.
2619000	2626000	Y la máscara viene siendo 255, 255, 255, 128.
2629000	2631000	Porque barra 25.
2631120	2646120	Entonces esta lacto y este celular deben tener una IP diferente a esta porque esto que está aquí es la pasarela de este hacia otro lugar.
2647120	2655120	O sea todo lo que él no consiga lo va a buscar aquí y lo que él no consiga aquí lo va a buscar afuera.
2655240	2668240	Ok, entonces aquí yo pongo 10, 90, 8, 2 por ejemplo y aquí pongo 10, 90, 8, 3.
2669240	2671240	Esto es porque yo lo estoy poniendo manualmente.
2672240	2677240	Pero si yo lo hago por DHCP lo que yo conecte va a agarrar una IP aleatoria.
2677360	2686360	Va a agarrar la 2, la 3, la 5, la 10, la 15, la 10, pero no va a salir, no va a ser mayor a esto.
2688360	2693360	O es 126, pero 1 tampoco va a ser.
2693480	2712480	Ok, como yo trabajo con PPOE yo puedo usar la 1, la 0, la que sea porque aquí voy con el escenario, esto con DHCP, voy con el escenario PPOE.
2713480	2717480	Aquí tengo la lacto igual, aquí tengo el celular.
2717600	2733600	Esto está por PPOE, yo pongo un usuario y una clave, esa clave me dan permiso para conectarme aquí.
2733720	2748720	Él, yo le pongo un direccionamiento IP 10, 0, 0 por poner cualquier cosa, porque realmente es eso, yo puedo poner cualquier cosa.
2749720	2751720	Yo puedo poner lo que yo quiera.
2751840	2766840	Cuando este usuario y esta clave se autentican aquí, él va a buscar aquí, bueno a ti te toca esta porque te dijimos que tu eras fulano de tal.
2767840	2770840	Entonces, que es lo que hago yo acá?
2771840	2779840	Le asigno una IP 10, 90, 80, 0.
2781840	2790840	La máscara de red viene siendo 255, 255, 255, 255.
2791840	2793840	Esta es la máscara de red.
2794840	2801840	Y su puerto de enlace viene siendo 10, 10, 0, 0.
2805840	2807840	Esto que te está diciendo aquí?
