"Nombre de campo","Etiqueta de campo","Modelo","Tipo de campo","Tipo","Indexado","Almacenado","Sólo lectura","Modelo relacionado"
"is_preinvoice_wp","Not.Prefactura WP","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_proration_cutoff","Prorrateo cortados","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_reconnection_required","Reconexión obligatoria","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_removal_list_mail","Not.Lista Retiro Mail","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_removal_list_wp","Not.Lista Retiro WP","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_round_up","Prorrateo con Redondeo Superior","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_select_journal_invoice","¿Escoger diario de Factura?","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_send_preinvoice_mail","Not.Link Aviso de Cobro Mail","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_send_preinvoice_wp","Not.Link Prefactura WP","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_skip_cutoff","Omitir cortes","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_status_disabled","Cortados","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"is_status_removal_list","Lista de Retiro","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"journal_benefits_ids","Diarios beneficiarios","Configuracion Fechas de Corte Contratos","many2many","Campo base","","True","","account.journal"
"journal_preinvoice_id","Diario","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","account.journal"
"last_month","Mes Actual de Corte","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"make_invoice_bolivares","¿Facturar valores en Bolivares?","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"message_attachment_count","Attachment Count","Configuracion Fechas de Corte Contratos","entero","Campo base","","","True",""
"message_follower_ids","Followers","Configuracion Fechas de Corte Contratos","one2many","Campo base","","True","","mail.followers"
"message_has_error","Message Delivery error","Configuracion Fechas de Corte Contratos","booleano","Campo base","","","True",""
"message_has_error_counter","Number of errors","Configuracion Fechas de Corte Contratos","entero","Campo base","","","True",""
"message_has_sms_error","SMS Delivery error","Configuracion Fechas de Corte Contratos","booleano","Campo base","","","True",""
"message_ids","Messages","Configuracion Fechas de Corte Contratos","one2many","Campo base","","True","","mail.message"
"message_is_follower","Is Follower","Configuracion Fechas de Corte Contratos","booleano","Campo base","","","True",""
"message_main_attachment_id","Main Attachment","Configuracion Fechas de Corte Contratos","many2one","Campo base","True","True","","ir.attachment"
"message_needaction","Action Needed","Configuracion Fechas de Corte Contratos","booleano","Campo base","","","True",""
"message_needaction_counter","Number of Actions","Configuracion Fechas de Corte Contratos","entero","Campo base","","","True",""
"message_partner_ids","Followers (Partners)","Configuracion Fechas de Corte Contratos","many2many","Campo base","","","True","res.partner"
"message_unread","Unread Messages","Configuracion Fechas de Corte Contratos","booleano","Campo base","","","True",""
"message_unread_counter","Unread Messages Counter","Configuracion Fechas de Corte Contratos","entero","Campo base","","","True",""
"month_comsumption","Mes de Consumo","Configuracion Fechas de Corte Contratos","entero","Campo base","","","True",""
"month_grace","Día/Mes de Gracia","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"my_activity_date_deadline","My Activity Deadline","Configuracion Fechas de Corte Contratos","fecha","Campo base","","","True",""
"name","Descripción","Configuracion Fechas de Corte Contratos","Carácter","Campo base","","True","",""
"number_days_without_proration","Rango reconexión prorrateo","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"pay_promise_day_cut","Días Plazo para Promesas de Pago Abonos","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"payment_promise_day_cut","Días Plazo para Promesas de Pago","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"plan_type_id"," Tipo de plan","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.type.plan"
"product_reconnection_id","Producto/Servicio Cortado","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","product.product"
"product_remove_reconnection_id","Producto/Servicio Lista de Retiro","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","product.product"
"publish_invoices","¿Publicar Facturas?","Configuracion Fechas de Corte Contratos","booleano","Campo base","","True","",""
"quantity_cutoff_recursive_wp","Cantidad Dias","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"quantity_recursive_mail","Cantidad Dias","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"quantity_recursive_wp","Cantidad Dias","Configuracion Fechas de Corte Contratos","entero","Campo base","","True","",""
"reconnection_policy","Politica de Reconexión","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"reconnection_type","Tipo de reconexión","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"recurring_invoicing_type","Tipo de facturación","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"template_active_contract_wp","Tmp.Bienvenida WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_amount_due_wp","Tmp.Deudas WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_cutoff_wp","Tmp.Cortes WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_payment_wp","Tmp.Pagos WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_preinvoice_wp","Tmp.Prefactura WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_removal_list_wp","Tmp.Lista Retiro WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"template_send_preinvoice_wp","Tmp.Link Prefactura WP","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","","contract.template.wp"
"type_cut","Forma de Corte","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"type_date_invoice","Tipo","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"type_period","Período","Configuracion Fechas de Corte Contratos","Selección","Campo base","","True","",""
"website_message_ids","Website Messages","Configuracion Fechas de Corte Contratos","one2many","Campo base","","True","","mail.message"
"write_date","Last Updated on","Configuracion Fechas de Corte Contratos","Fecha y hora","Campo base","","True","True",""
"write_uid","Last Updated by","Configuracion Fechas de Corte Contratos","many2one","Campo base","","True","True","res.users"
